thread,student,slot,section,position,item,stimulus,score,true_theta,test_theta,test_se,section_theta,section_se,bayesian_mean,bayesian_sd
1,393,14,A,14,I041,,0,1.0,1.856387,0.716089,1.856387,0.716089,,
1,393,15,A,15,I025,,1,1.0,1.917043,0.703383,1.917043,0.703383,,
1,393,16,A,16,I189,,1,1.0,1.973301,0.692218,1.973301,0.692218,,
1,393,17,A,17,I175,,0,1.0,1.563368,0.56943,1.563368,0.56943,,
1,393,18,A,18,I144,,1,1.0,1.826484,0.532247,1.826484,0.532247,,
1,393,19,A,19,I126,,3,1.0,1.867358,0.519304,1.867358,0.519304,,
1,393,20,A,20,I198,,1,1.0,1.964147,0.504162,1.964147,0.504162,,
1,393,21,A,21,I119,,0,1.0,1.83951,0.480829,1.83951,0.480829,,
1,393,22,A,22,I090,,1,1.0,1.90916,0.468303,1.90916,0.468303,,
1,393,23,A,23,I081,,0,1.0,1.81655,0.451368,1.81655,0.451368,,
1,393,24,A,24,I282,,-1,1.0,1.81655,0.451368,1.81655,0.451368,,
1,393,25,A,25,I064,,1,1.0,1.874513,0.441171,1.874513,0.441171,,
1,393,26,A,26,I029,,0,1.0,1.769479,0.42618,1.769479,0.42618,,
1,393,27,A,27,I301,,-1,1.0,1.769479,0.42618,1.769479,0.42618,,
1,393,28,A,28,I284,,-1,1.0,1.769479,0.42618,1.769479,0.42618,,
1,393,29,A,29,I095,,0,1.0,1.40418,0.387464,1.40418,0.387464,,
1,393,30,A,30,I286,,-1,1.0,1.40418,0.387464,1.40418,0.387464,,
1,393,31,A,31,I285,,-1,1.0,1.40418,0.387464,1.40418,0.387464,,
1,393,32,A,32,I099,,0,1.0,1.31226,0.379614,1.31226,0.379614,,
1,393,33,A,33,I184,,1,1.0,1.373792,0.372617,1.373792,0.372617,,
1,393,34,A,34,I318,,-1,1.0,1.373792,0.372617,1.373792,0.372617,,
1,393,35,A,35,I113,,0,1.0,1.255112,0.363287,1.255112,0.363287,,
1,393,36,A,36,I044,,0,1.0,1.157325,0.36056,1.157325,0.36056,,
1,393,37,A,37,I195,,0,1.0,1.123022,0.35834,1.123022,0.35834,,
1,393,38,A,38,I125,,0,1.0,1.080995,0.356039,1.080995,0.356039,,
1,393,39,A,39,I072,,4,1.0,1.291406,0.337692,1.291406,0.337692,,
1,393,40,A,40,I007,,0,1.0,1.268685,0.335759,1.268685,0.335759,,
1,393,41,A,41,I171,,0,1.0,1.238858,0.334167,1.238858,0.334167,,
1,393,42,A,42,I086,,1,1.0,1.262198,0.332047,1.262198,0.332047,,
1,393,43,A,43,I116,,0,1.0,1.224617,0.328672,1.224617,0.328672,,
1,393,44,A,44,I098,,0,1.0,1.195927,0.328027,1.195927,0.328027,,
1,393,45,A,45,I026,,1,1.0,1.21646,0.326852,1.21646,0.326852,,
1,394,0,,,,,,-1.5,0.0,0.0,0.0,0.0,,
1,394,1,A,1,I150,,0,-1.5,-0.508287,0.829179,-0.508287,0.829179,,
1,394,2,A,2,I011,,0,-1.5,-0.673767,0.799161,-0.673767,0.799161,,
1,394,3,A,3,I254,,-1,-1.5,-0.673767,0.799161,-0.673767,0.799161,,
1,394,4,A,4,I360,,-1,-1.5,-0.673767,0.799161,-0.673767,0.799161,,
1,394,5,A,5,I400,,-1,-1.5,-0.673767,0.799161,-0.673767,0.799161,,
1,394,6,A,6,I058,,1,-1.5,-0.804528,1.212406,-0.804528,1.212406,,
1,394,7,A,7,I002,,0,-1.5,-1.040801,1.231378,-1.040801,1.231378,,
1,394,8,A,8,I186,,0,-1.5,-1.23331,1.246852,-1.23331,1.246852,,
1,394,9,A,9,I136,,0,-1.5,-1.47743,1.290241,-1.47743,1.290241,,
1,394,10,A,10,I172,,0,-1.5,-1.662124,1.322302,-1.662124,1.322302,,
1,394,11,A,11,I164,,0,-1.5,-1.912107,1.387708,-1.912107,1.387708,,
1,394,12,A,12,I130,,0,-1.5,-2.141867,1.445928,-2.141867,1.445928,,
1,394,13,A,13,I140,,1,-1.5,-1.134564,0.948121,-1.134564,0.948121,,
1,394,14,A,14,I068,,0,-1.5,-1.192642,0.950168,-1.192642,0.950168,,
1,394,15,A,15,I154,,0,-1.5,-1.285145,0.972016,-1.285145,0.972016,,
1,394,16,A,16,I031,,0,-1.5,-1.341416,0.97283,-1.341416,0.97283,,
1,394,17,A,17,I174,,0,-1.5,-1.449018,0.927726,-1.449018,0.927726,,
1,394,18,A,18,I378,,-1,-1.5,-1.449018,0.927726,-1.449018,0.927726,,
1,394,19,A,19,I075,,0,-1.5,-1.474857,0.931596,-1.474857,0.931596,,
1,394,20,A,20,I300,,-1,-1.5,-1.474857,0.931596,-1.474857,0.931596,,
1,394,21,A,21,I259,,-1,-1.5,-1.474857,0.931596,-1.474857,0.931596,,
1,394,22,A,22,I303,,-1,-1.5,-1.474857,0.931596,-1.474857,0.931596,,
1,394,23,A,23,I037,,0,-1.5,-1.570763,0.920255,-1.570763,0.920255,,
1,394,24,A,24,I294,,-1,-1.5,-1.570763,0.920255,-1.570763,0.920255,,
1,394,25,A,25,I109,,0,-1.5,-1.708094,0.927859,-1.708094,0.927859,,
1,394,26,A,26,I023,,0,-1.5,-1.892124,0.955702,-1.892124,0.955702,,
1,394,27,A,27,I086,,0,-1.5,-2.017047,0.965519,-2.017047,0.965519,,
1,394,28,A,28,I033,,0,-1.5,-2.141575,0.983156,-2.141575,0.983156,,
1,394,29,A,29,I120,,0,-1.5,-2.197853,0.981577,-2.197853,0.981577,,
1,394,30,A,30,I045,,1,-1.5,-1.623042,0.794209,-1.623042,0.794209,,
1,394,31,A,31,I064,,0,-1.5,-1.654401,0.787747,-1.654401,0.787747,,
1,394,32,A,32,I196,,0,-1.5,-1.711112,0.78966,-1.711112,0.78966,,
1,394,33,A,33,I090,,0,-1.5,-1.736279,0.78451,-1.736279,0.78451,,
1,394,34,A,34,I274,,-1,-1.5,-1.736279,0.78451,-1.736279,0.78451,,
1,394,35,A,35,I194,,0,-1.5,-1.837908,0.786279,-1.837908,0.786279,,
1,394,36,A,36,I030,,0,-1.5,-1.89336,0.784247,-1.89336,0.784247,,
1,394,37,A,37,I079,,0,-1.5,-1.950105,0.787101,-1.950105,0.787101,,
1,394,38,A,38,I100,,0,-1.5,-1.998166,0.789195,-1.998166,0.789195,,
1,394,39,A,39,I126,,0,-1.5,-2.106244,0.797424,-2.106244,0.797424,,
1,394,40,A,40,I104,,0,-1.5,-2.214674,0.808166,-2.214674,0.808166,,
1,394,41,A,41,I127,,0,-1.5,-2.241877,0.804557,-2.241877,0.804557,,
1,394,42,A,42,I080,,0,-1.5,-2.290792,0.807372,-2.290792,0.807372,,
1,394,43,A,43,I091,,0,-1.5,-2.327751,0.807527,-2.327751,0.807527,,
1,394,44,A,44,I014,,1,-1.5,-2.178874,0.764784,-2.178874,0.764784,,
1,394,45,A,45,I188,,1,-1.5,-1.915954,0.697121,-1.915954,0.697121,,
1,395,0,,,,,,2.0,0.0,0.0,0.0,0.0,,
1,395,1,A,1,I129,,0,2.0,-0.532892,0.868533,-0.532892,0.868533,,
1,395,2,A,2,I153,,0,2.0,-0.706308,0.814912,-0.706308,0.814912,,
1,395,3,A,3,I251,,-1,2.0,-0.706308,0.814912,-0.706308,0.814912,,
1,395,4,A,4,I205,,-1,2.0,-0.706308,0.814912,-0.706308,0.814912,,
1,395,5,A,5,I235,,-1,2.0,-0.706308,0.814912,-0.706308,0.814912,,
1,395,6,A,6,I156,,1,2.0,-0.98844,1.224653,-0.98844,1.224653,,
1,395,7,A,7,I058,,1,2.0,-0.445365,1.008998,-0.445365,1.008998,,
1,395,8,A,8,I011,,0,2.0,-0.680405,0.964174,-0.680405,0.964174,,
1,395,9,A,9,I002,,1,2.0,-0.154748,0.849956,-0.154748,0.849956,,
1,395,10,A,10,I179,,1,2.0,0.463257,0.775197,0.463257,0.775197,,
1,395,11,A,11,I034,,0,2.0,0.34853,0.735346,0.34853,0.735346,,
1,395,12,A,12,I067,,1,2.0,0.610185,0.69807,0.610185,0.69807,,
1,395,13,A,13,I162,,1,2.0,0.772338,0.675678,0.772338,0.675678,,
1,395,14,A,14,I027,,0,2.0,0.633431,0.654578,0.633431,0.654578,,
1,395,15,A,15,I172,,1,2.0,0.770498,0.642512,0.770498,0.642512,,
1,395,16,A,16,I021,,0,2.0,0.684713,0.635222,0.684713,0.635222,,
1,395,17,A,17,I174,,1,2.0,0.84053,0.579538,0.84053,0.579538,,
1,395,18,A,18,I113,,1,2.0,1.04445,0.551444,1.04445,0.551444,,
1,395,19,A,19,I116,,2,2.0,1.180499,0.543777,1.180499,0.543777,,
1,395,20,A,20,I198,,0,2.0,1.030279,0.510114,1.030279,0.510114,,
1,395,21,A,21,I314,,-1,2.0,1.030279,0.510114,1.030279,0.510114,,
1,395,22,A,22,I374,,-1,2.0,1.030279,0.510114,1.030279,0.510114,,
1,395,23,A,23,I319,,-1,2.0,1.030279,0.510114,1.030279,0.510114,,
1,395,24,A,24,I334,,-1,2.0,1.030279,0.510114,1.030279,0.510114,,
1,395,25,A,25,I301,,-1,2.0,1.030279,0.510114,1.030279,0.510114,,
1,395,26,A,26,I142,,1,2.0,1.122422,0.495197,1.122422,0.495197,,
1,395,27,A,27,I037,,1,2.0,1.204529,0.48406,1.204529,0.48406,,
1,395,28,A,28,I119,,1,2.0,1.374875,0.480956,1.374875,0.480956,,
1,395,29,A,29,I120,,4,2.0,1.688589,0.462949,1.688589,0.462949,,
1,395,30,A,30,I107,,0,2.0,1.58791,0.44597,1.58791,0.44597,,
1,395,31,A,31,I046,,1,2.0,1.644316,0.440334,1.644316,0.440334,,
1,395,32,A,32,I073,,0,2.0,1.568893,0.427732,1.568893,0.427732,,
1,395,33,A,33,I099,,1,2.0,1.643642,0.420797,1.643642,0.420797,,
1,395,34,A,34,I294,,-1,2.0,1.643642,0.420797,1.643642,0.420797,,
1,395,35,A,35,I094,,0,2.0,1.573594,0.410021,1.573594,0.410021,,
1,395,36,A,36,I028,,1,2.0,1.612892,0.405946,1.612892,0.405946,,
1,395,37,A,37,I146,,1,2.0,1.6549,0.402945,1.6549,0.402945,,
1,395,38,A,38,I195,,1,2.0,1.721444,0.402256,1.721444,0.402256,,
1,395,39,A,39,I072,,1,2.0,1.605167,0.37359,1.605167,0.37359,,
1,395,40,A,40,I007,,1,2.0,1.680087,0.373182,1.680087,0.373182,,
1,395,41,A,41,I087,,0,2.0,1.63873,0.369659,1.63873,0.369659,,
1,395,42,A,42,I083,,1,2.0,1.670149,0.369168,1.670149,0.369168,,
1,395,43,A,43,I095,,2,2.0,1.601108,0.343798,1.601108,0.343798,,
1,395,44,A,44,I060,,0,2.0,1.574409,0.342268,1.574409,0.342268,,
1,395,45,A,45,I187,,1,2.0,1.578569,0.342395,1.578569,0.342395,,
1,396,0,,,,,,-3.0,0.0,0.0,0.0,0.0,,
1,396,1,A,1,I153,,0,-3.0,-0.321439,0.903071,-0.321439,0.903071,,
1,396,2,A,2,I056,,0,-3.0,-0.597509,0.846273,-0.597509,0.846273,,
1,396,3,A,3,I232,,-1,-3.0,-0.597509,0.846273,-0.597509,0.846273,,
1,396,4,A,4,I261,,-1,-3.0,-0.597509,0.846273,-0.597509,0.846273,,
1,396,5,A,5,I225,,-1,-3.0,-0.597509,0.846273,-0.597509,0.846273,,
1,396,6,A,6,I040,,0,-3.0,-0.87914,0.806475,-0.87914,0.806475,,
1,396,7,A,7,I156,,0,-3.0,-1.129507,0.776263,-1.129507,0.776263,,
1,396,8,A,8,I176,,0,-3.0,-1.250164,0.752822,-1.250164,0.752822,,
1,396,9,A,9,I010,,0,-3.0,-1.302486,0.737339,-1.302486,0.737339,,
1,396,10,A,10,I016,,0,-3.0,-1.408538,0.730332,-1.408538,0.730332,,
1,396,11,A,11,I182,,0,-3.0,-1.469203,0.721176,-1.469203,0.721176,,
1,396,12,A,12,I131,,0,-3.0,-1.525143,0.71541,-1.525143,0.71541,,
1,396,13,A,13,I172,,0,-3.0,-1.581535,0.710708,-1.581535,0.710708,,
1,396,14,A,14,I001,,0,-3.0,-1.638254,0.707525,-1.638254,0.707525,,
1,396,15,A,15,I164,,1,-3.0,-3.523439,1.775079,-3.523439,1.775079,,
1,396,16,A,16,I189,,0,-3.0,-3.678582,1.764132,-3.678582,1.764132,,
1,396,17,A,17,I023,,0,-3.0,-3.932722,1.798199,-3.932722,1.798199,,
1,396,18,A,18,I210,,-1,-3.0,-3.932722,1.798199,-3.932722,1.798199,,
1,396,19,A,19,I072,,0,-3.0,-4.062448,1.793966,-4.062448,1.793966,,
1,396,20,A,20,I382,,-1,-3.0,-4.062448,1.793966,-4.062448,1.793966,,
1,396,21,A,21,I197,,0,-3.0,-4.23673,1.824908,-4.23673,1.824908,,
1,396,22,A,22,I147,,0,-3.0,-4.413308,1.857254,-4.413308,1.857254,,
1,396,23,A,23,I331,,-1,-3.0,-4.413308,1.857254,-4.413308,1.857254,,
1,396,24,A,24,I332,,-1,-3.0,-4.413308,1.857254,-4.413308,1.857254,,
1,396,25,A,25,I355,,-1,-3.0,-4.413308,1.857254,-4.413308,1.857254,,
1,396,26,A,26,I194,,0,-3.0,-4.492333,1.846164,-4.492333,1.846164,,
1,396,27,A,27,I110,,0,-3.0,-4.624454,1.86836,-4.624454,1.86836,,
1,396,28,A,28,I104,,1,-3.0,-3.485448,1.261147,-3.485448,1.261147,,
1,396,29,A,29,I126,,0,-3.0,-3.625829,1.276391,-3.625829,1.276391,,
1,396,30,A,30,I089,,0,-3.0,-3.659338,1.262899,-3.659338,1.262899,,
1,396,31,A,31,I032,,0,-3.0,-3.704399,1.257511,-3.704399,1.257511,,
1,396,32,A,32,I044,,0,-3.0,-3.738834,1.250237,-3.738834,1.250237,,
1,396,33,A,33,I084,,0,-3.0,-3.808531,1.257762,-3.808531,1.257762,,
1,396,34,A,34,I279,,-1,-3.0,-3.808531,1.257762,-3.808531,1.257762,,
1,396,35,A,35,I096,,0,-3.0,-3.875045,1.265135,-3.875045,1.265135,,
1,396,36,A,36,I026,,0,-3.0,-3.957117,1.278571,-3.957117,1.278571,,
1,396,37,A,37,I080,,0,-3.0,-4.007208,1.280844,-4.007208,1.280844,,
1,396,38,A,38,I139,,0,-3.0,-4.028925,1.274084,-4.028925,1.274084,,
1,396,39,A,39,I105,,0,-3.0,-4.104708,1.280381,-4.104708,1.280381,,
1,396,40,A,40,I114,,0,-3.0,-4.211038,1.30761,-4.211038,1.30761,,
1,396,41,A,41,I066,,1,-3.0,-3.801755,1.143246,-3.801755,1.143246,,
1,396,42,A,42,I100,,0,-3.0,-3.835777,1.143153,-3.835777,1.143153,,
1,396,43,A,43,I091,,0,-3.0,-3.864058,1.142897,-3.864058,1.142897,,
1,396,44,A,44,I062,,0,-3.0,-3.876536,1.140702,-3.876536,1.140702,,
1,396,45,A,45,I028,,0,-3.0,-3.89409,1.137016,-3.89409,1.137016,,
1,397,0,,,,,,-0.5,0.0,0.0,0.0,0.0,,
1,397,1,A,1,I003,,0,-0.5,-0.357478,0.896074,-0.357478,0.896074,,
1,397,2,A,2,I176,,0,-0.5,-0.603716,0.847654,-0.603716,0.847654,,
1,397,3,A,3,I205,,-1,-0.5,-0.603716,0.847654,-0.603716,0.847654,,
1,397,4,A,4,I257,,-1,-0.5,-0.603716,0.847654,-0.603716,0.847654,,
1,397,5,A,5,I387,,-1,-0.5,-0.603716,0.847654,-0.603716,0.847654,,
1,397,6,A,6,I011,,1,-0.5,-0.351206,1.231998,-0.351206,1.231998,,
1,397,7,A,7,I138,,0,-0.5,-0.690433,1.190253,-0.690433,1.190253,,
1,397,8,A,8,I025,,0,-0.5,-1.124198,1.204773,-1.124198,1.204773,,
1,397,9,A,9,I158,,0,-0.5,-1.344861,1.206843,-1.344861,1.206843,,
1,397,10,A,10,I182,,0,-0.5,-1.504067,1.201051,-1.504067,1.201051,,
1,397,11,A,11,I067,,0,-0.5,-1.631578,1.192262,-1.631578,1.192262,,
1,397,12,A,12,I164,,1,-0.5,-1.24543,1.027965,-1.24543,1.027965,,
1,397,13,A,13,I132,,0,-0.5,-1.353718,1.035871,-1.353718,1.035871,,
1,397,14,A,14,I017,,0,-0.5,-1.451744,1.044051,-1.451744,1.044051,,
1,397,15,A,15,I031,,0,-0.5,-1.510235,1.04315,-1.510235,1.04315,,
1,397,16,A,16,I068,,0,-0.5,-1.56682,1.043476,-1.56682,1.043476,,
1,397,17,A,17,I192,,0,-0.5,-1.726175,1.007994,-1.726175,1.007994,,
1,397,18,A,18,I283,,-1,-0.5,-1.726175,1.007994,-1.726175,1.007994,,
1,397,19,A,19,I105,,0,-0.5,-1.881615,1.016268,-1.881615,1.016268,,
1,397,20,A,20,I386,,-1,-0.5,-1.881615,1.016268,-1.881615,1.016268,,
1,397,21,A,21,I280,,-1,-0.5,-1.881615,1.016268,-1.881615,1.016268,,
1,397,22,A,22,I375,,-1,-0.5,-1.881615,1.016268,-1.881615,1.016268,,
1,397,23,A,23,I159,,1,-0.5,-1.329457,0.805482,-1.329457,0.805482,,
1,397,24,A,24,I289,,-1,-0.5,-1.329457,0.805482,-1.329457,0.805482,,
1,397,25,A,25,I141,,1,-0.5,-0.837724,0.667466,-0.837724,0.667466,,
1,397,26,A,26,I032,,1,-0.5,-0.595858,0.613501,-0.595858,0.613501,,
1,397,27,A,27,I127,,0,-0.5,-0.663035,0.605081,-0.663035,0.605081,,
1,397,28,A,28,I039,,1,-0.5,-0.521482,0.576482,-0.521482,0.576482,,
1,397,29,A,29,I095,,0,-0.5,-0.641826,0.558037,-0.641826,0.558037,,
1,397,30,A,30,I089,,1,-0.5,-0.448799,0.505865,-0.448799,0.505865,,
1,397,31,A,31,I044,,1,-0.5,-0.30112,0.478742,-0.30112,0.478742,,
1,397,32,A,32,I085,,0,-0.5,-0.365124,0.473729,-0.365124,0.473729,,
1,397,33,A,33,I198,,0,-0.5,-0.398345,0.468526,-0.398345,0.468526,,
1,397,34,A,34,I279,,-1,-0.5,-0.398345,0.468526,-0.398345,0.468526,,
1,397,35,A,35,I109,,0,-0.5,-0.468173,0.467053,-0.468173,0.467053,,
1,397,36,A,36,I030,,1,-0.5,-0.339726,0.448458,-0.339726,0.448458,,
1,397,37,A,37,I051,,0,-0.5,-0.386485,0.446863,-0.386485,0.446863,,
1,397,38,A,38,I073,,0,-0.5,-0.407281,0.444921,-0.407281,0.444921,,
1,397,39,A,39,I075,,0,-0.5,-0.4169,0.444712,-0.4169,0.444712,,
1,397,40,A,40,I118,,0,-0.5,-0.443809,0.444079,-0.443809,0.444079,,
1,397,41,A,41,I171,,0,-0.5,-0.46624,0.443255,-0.46624,0.443255,,
1,397,42,A,42,I081,,0,-0.5,-0.478206,0.441717,-0.478206,0.441717,,
1,397,43,A,43,I120,,0,-0.5,-0.518659,0.438137,-0.518659,0.438137,,
1,397,44,A,44,I112,,0,-0.5,-0.536101,0.437708,-0.536101,0.437708,,
1,397,45,A,45,I187,,0,-0.5,-0.542756,0.438303,-0.542756,0.438303,,
1,398,0,,,,,,-1.0,0.0,0.0,0.0,0.0,,
1,398,1,A,1,I150,,0,-1.0,-0.508287,0.829179,-0.508287,0.829179,,
1,398,2,A,2,I185,,0,-1.0,-0.683082,0.787224,-0.683082,0.787224,,
1,398,3,A,3,I251,,-1,-1.0,-0.683082,0.787224,-0.683082,0.787224,,
1,398,4,A,4,I385,,-1,-1.0,-0.683082,0.787224,-0.683082,0.787224,,
1,398,5,A,5,I263,,-1,-1.0,-0.683082,0.787224,-0.683082,0.787224,,
1,398,6,A,6,I058,,0,-1.0,-0.875674,0.772773,-0.875674,0.772773,,
1,398,7,A,7,I010,,0,-1.0,-0.953088,0.753205,-0.953088,0.753205,,
1,398,8,A,8,I002,,0,-1.0,-1.040828,0.741405,-1.040828,0.741405,,
1,398,9,A,9,I067,,0,-1.0,-1.11385,0.732004,-1.11385,0.732004,,
1,398,10,A,10,I136,,0,-1.0,-1.203319,0.726758,-1.203319,0.726758,,
1,398,11,A,11,I027,,0,-1.0,-1.261206,0.720884,-1.261206,0.720884,,
1,398,12,A,12,I172,,0,-1.0,-1.325516,0.717803,-1.325516,0.717803,,
1,398,13,A,13,I164,,0,-1.0,-1.404913,0.718255,-1.404913,0.718255,,
1,398,14,A,14,I132,,0,-1.0,-1.454468,0.716438,-1.454468,0.716438,,
1,398,15,A,15,I154,,0,-1.0,-1.503753,0.719288,-1.503753,0.719288,,
1,398,16,A,16,I015,,0,-1.0,-1.54604,0.721884,-1.54604,0.721884,,
1,398,17,A,17,I089,,1,-1.0,-1.918311,1.08955,-1.918311,1.08955,,
1,398,18,A,18,I139,,0,-1.0,-2.055134,1.071898,-2.055134,1.071898,,
1,398,19,A,19,I116,,0,-1.0,-2.107859,1.078987,-2.107859,1.078987,,
1,398,20,A,20,I250,,-1,-1.0,-2.107859,1.078987,-2.107859,1.078987,,
1,398,21,A,21,I371,,-1,-1.0,-2.107859,1.078987,-2.107859,1.078987,,
1,398,22,A,22,I379,,-1,-1.0,-2.107859,1.078987,-2.107859,1.078987,,
1,398,23,A,23,I386,,-1,-1.0,-2.107859,1.078987,-2.107859,1.078987,,
1,398,24,A,24,I333,,-1,-1.0,-2.107859,1.078987,-2.107859,1.078987,,
1,398,25,A,25,I194,,1,-1.0,-1.533921,0.831496,-1.533921,0.831496,,
1,398,26,A,26,I174,,0,-1.0,-1.595277,0.809728,-1.595277,0.809728,,
1,398,27,A,27,I044,,0,-1.0,-1.693314,0.807604,-1.693314,0.807604,,
1,398,28,A,28,I109,,0,-1.0,-1.79205,0.812839,-1.79205,0.812839,,
1,398,29,A,29,I095,,0,-1.0,-1.867424,0.808652,-1.867424,0.808652,,
1,398,30,A,30,I023,,0,-1.0,-1.998997,0.82827,-1.998997,0.82827,,
1,398,31,A,31,I039,,1,-1.0,-1.685889,0.718772,-1.685889,0.718772,,
1,398,32,A,32,I085,,0,-1.0,-1.735437,0.716614,-1.735437,0.716614,,
1,398,33,A,33,I079,,1,-1.0,-1.489134,0.646173,-1.489134,0.646173,,
1,398,34,A,34,I332,,-1,-1.0,-1.489134,0.646173,-1.489134,0.646173,,
1,398,35,A,35,I113,,0,-1.0,-1.511203,0.642104,-1.511203,0.642104,,
1,398,36,A,36,I101,,0,-1.0,-1.550864,0.643423,-1.550864,0.643423,,
1,398,37,A,37,I196,,1,-1.0,-1.328351,0.586821,-1.328351,0.586821,,
1,398,38,A,38,I099,,0,-1.0,-1.351038,0.584595,-1.351038,0.584595,,
1,398,39,A,39,I126,,1,-1.0,-1.321102,0.56736,-1.321102,0.56736,,
1,398,40,A,40,I028,,1,-1.0,-1.08085,0.511861,-1.08085,0.511861,,
1,398,41,A,41,I032,,0,-1.0,-1.132777,0.51222,-1.132777,0.51222,,
1,398,42,A,42,I080,,0,-1.0,-1.166492,0.514185,-1.166492,0.514185,,
1,398,43,A,43,I072,,1,-1.0,-1.055981,0.484883,-1.055981,0.484883,,
1,398,44,A,44,I070,,0,-1.0,-1.069648,0.486754,-1.069648,0.486754,,
1,398,45,A,45,I188,,0,-1.0,-1.095594,0.488024,-1.095594,0.488024,,
1,399,0,,,,,,-0.5,0.0,0.0,0.0,0.0,,
1,399,1,A,1,I129,,1,-0.5,0.448828,0.87536,0.448828,0.87536,,
1,399,2,A,2,I179,,0,-0.5,0.579147,1.256607,0.579147,1.256607,,
1,399,3,A,3,I220,,-1,-0.5,0.579147,1.256607,0.579147,1.256607,,
1,399,4,A,4,I394,,-1,-0.5,0.579147,1.256607,0.579147,1.256607,,
1,399,5,A,5,I384,,-1,-0.5,0.579147,1.256607,0.579147,1.256607,,
1,399,6,A,6,I012,,0,-0.5,0.154891,1.07031,0.154891,1.07031,,
1,399,7,A,7,I058,,1,-0.5,0.46125,0.973162,0.46125,0.973162,,
1,399,8,A,8,I162,,0,-0.5,0.137964,0.928549,0.137964,0.928549,,
1,399,9,A,9,I136,,0,-0.5,-0.103261,0.907648,-0.103261,0.907648,,
1,399,10,A,10,I016,,0,-0.5,-0.347532,0.903876,-0.347532,0.903876,,
1,399,11,A,11,I172,,1,-0.5,-0.040782,0.842212,-0.040782,0.842212,,
1,399,12,A,12,I005,,0,-0.5,-0.12468,0.82746,-0.12468,0.82746,,
1,399,13,A,13,I152,,0,-0.5,-0.199388,0.818219,-0.199388,0.818219,,
1,399,14,A,14,I021,,0,-0.5,-0.306818,0.818034,-0.306818,0.818034,,
1,399,15,A,15,I024,,0,-0.5,-0.362779,0.817692,-0.362779,0.817692,,
1,399,16,A,16,I189,,0,-0.5,-0.60836,0.807797,-0.60836,0.807797,,
1,399,17,A,17,I174,,0,-0.5,-0.806174,0.739487,-0.806174,0.739487,,
1,399,18,A,18,I139,,1,-0.5,-0.466595,0.634708,-0.466595,0.634708,,
1,399,19,A,19,I075,,0,-0.5,-0.485574,0.634403,-0.485574,0.634403,,
1,399,20,A,20,I319,,-1,-0.5,-0.485574,0.634403,-0.485574,0.634403,,
1,399,21,A,21,I301,,-1,-0.5,-0.485574,0.634403,-0.485574,0.634403,,
1,399,22,A,22,I300,,-1,-0.5,-0.485574,0.634403,-0.485574,0.634403,,
1,399,23,A,23,I303,,-1,-0.5,-0.485574,0.634403,-0.485574,0.634403,,
1,399,24,A,24,I318,,-1,-0.5,-0.485574,0.634403,-0.485574,0.634403,,
1,399,25,A,25,I037,,0,-0.5,-0.597472,0.620814,-0.597472,0.620814,,
1,399,26,A,26,I064,,0,-0.5,-0.658787,0.610025,-0.658787,0.610025,,
1,399,27,A,27,I046,,1,-0.5,-0.39378,0.554407,-0.39378,0.554407,,
1,399,28,A,28,I090,,0,-0.5,-0.449202,0.54513,-0.449202,0.54513,,
1,399,29,A,29,I126,,0,-0.5,-0.556178,0.546376,-0.556178,0.546376,,
1,399,30,A,30,I194,,1,-0.5,-0.423785,0.517059,-0.423785,0.517059,,
1,399,31,A,31,I127,,0,-0.5,-0.479239,0.512281,-0.479239,0.512281,,
1,399,32,A,32,I062,,0,-0.5,-0.525394,0.509276,-0.525394,0.509276,,
1,399,33,A,33,I036,,0,-0.5,-0.564294,0.506705,-0.564294,0.506705,,
1,399,34,A,34,I332,,-1,-0.5,-0.564294,0.506705,-0.564294,0.506705,,
1,399,35,A,35,I086,,0,-0.5,-0.630253,0.508797,-0.630253,0.508797,,
1,399,36,A,36,I029,,0,-0.5,-0.652118,0.506498,-0.652118,0.506498,,
1,399,37,A,37,I197,,1,-0.5,-0.576714,0.492356,-0.576714,0.492356,,
1,399,38,A,38,I159,,0,-0.5,-0.667491,0.492507,-0.667491,0.492507,,
1,399,39,A,39,I095,,0,-0.5,-0.746643,0.484565,-0.746643,0.484565,,
1,399,40,A,40,I104,,0,-0.5,-0.811389,0.489177,-0.811389,0.489177,,
1,399,41,A,41,I079,,0,-0.5,-0.850166,0.490252,-0.850166,0.490252,,
1,399,42,A,42,I080,,0,-0.5,-0.885086,0.491679,-0.885086,0.491679,,
1,399,43,A,43,I120,,0,-0.5,-0.921343,0.489998,-0.921343,0.489998,,
1,399,44,A,44,I110,,0,-0.5,-0.960965,0.492783,-0.960965,0.492783,,
1,399,45,A,45,I115,,0,-0.5,-0.981661,0.493916,-0.981661,0.493916,,
1,400,0,,,,,,-3.0,0.0,0.0,0.0,0.0,,
1,400,1,A,1,I153,,0,-3.0,-0.321439,0.903071,-0.321439,0.903071,,
1,400,2,A,2,I056,,0,-3.0,-0.597509,0.846273,-0.597509,0.846273,,
1,400,3,A,3,I347,,-1,-3.0,-0.597509,0.846273,-0.597509,0.846273,,
1,400,4,A,4,I260,,-1,-3.0,-0.597509,0.846273,-0.597509,0.846273,,
1,400,5,A,5,I225,,-1,-3.0,-0.597509,0.846273,-0.597509,0.846273,,
1,400,6,A,6,I040,,0,-3.0,-0.87914,0.806475,-0.87914,0.806475,,
